nestl_bw,nestl_fws,sex,nestl,sex_ratio,incomplete,nestl_age,nestl_r_tars,nestl_mass,ln_nestl_r_tars,ln_nestl_mass,nestl_scaled_mass,mean_brood_mass,sd_brood_mass,nest_id,year,plot,elevation,treatment,female_fws,female_bands,female_age,female_r_tars,female_mass,ln_female_r_tars,ln_female_mass,ln_female_scaled_mass,male_fws,male_bands,male_age,ccd,ccd_ord,eggs,hd,hd_ord,hatched,fd,fd_ord,fledged,fate,period,caterpillar_biomass_nestl,ln_caterpillar_biomass_nestl
5605,2590-89685,0,3,0.33,,5,14,6,2.63905733,1.791759469,7.253455556,6.61,0.52943366,"""09-15""",2009,HQ-N,Low,Control,2590-89816,"OB,GA",SY,17.7,9.2,2.87356464,2.219203484,9.210113092,2590-89815,"OO,PA",SY,5/30/09,150,3,6/12/09,163,3,6/21/09,172,3,FLEDGED,1,178.818832,5.186373182
5656,2590-89683,1,3,0.33,,5,16.3,6.95,2.791165108,1.93874166,7.03002216,6.61,0.52943366,"""09-15""",2009,HQ-N,Low,Control,2590-89816,"OB,GA",SY,17.7,9.2,2.87356464,2.219203484,9.210113092,2590-89815,"OO,PA",SY,5/30/09,150,3,6/12/09,163,3,6/21/09,172,3,FLEDGED,1,178.818832,5.186373182
5657,2590-89684,0,3,0.33,,5,14.8,6.88,2.694627181,1.928618652,7.792870684,6.61,0.52943366,"""09-15""",2009,HQ-N,Low,Control,2590-89816,"OB,GA",SY,17.7,9.2,2.87356464,2.219203484,9.210113092,2590-89815,"OO,PA",SY,5/30/09,150,3,6/12/09,163,3,6/21/09,172,3,FLEDGED,1,178.818832,5.186373182
5871,2590-89778,0,3,,Y,6,16.88,8.1,2.826129489,2.091864062,7.864303732,,,"""09-166""",2009,HQ-N,Low,Fed,2590-89807,"PR,PA",SY,18.4,,2.912350665,,10.406964,2510-43993,"PR,RA",SY,7/10/09,191,4,7/21/09,202,2,7/30/09,211,2,FLEDGED,3,146.6627299,4.988135596
5872,2590-89779,1,3,,Y,6,16.97,8.3,2.831447079,2.116255515,8.008418034,,,"""09-166""",2009,HQ-N,Low,Fed,2590-89807,"PR,PA",SY,18.4,,2.912350665,,10.406964,2510-43993,"PR,RA",SY,7/10/09,191,4,7/21/09,202,2,7/30/09,211,2,FLEDGED,3,146.6627299,4.988135596
UNK3,UNK3,,3,,Y,6,,,,,,,,"""09-166""",2009,HQ-N,Low,Fed,2590-89807,"PR,PA",SY,18.4,,2.912350665,,10.406964,2510-43993,"PR,RA",SY,7/10/09,191,4,7/21/09,202,2,7/30/09,211,2,FLEDGED,3,146.6627299,4.988135596
UNK4,UNK4,,,,Y,6,,,,,,,,"""09-166""",2009,HQ-N,Low,Fed,2590-89807,"PR,PA",SY,18.4,,2.912350665,,10.406964,2510-43993,"PR,RA",SY,7/10/09,191,4,7/21/09,202,2,7/30/09,211,2,FLEDGED,3,146.6627299,4.988135596
5606,2590-89817,0,3,,Y,6,16.8,7.4,2.821378886,2.00148,7.22478626,,,"""09-35""",2009,HQ-N,Low,Control,2590-89806,"PG,KA",ASY,18.5,11.1,2.917770732,2.406945108,11.09953523,2510-43999,"RP,YA",SY,5/29/09,149,3,6/12/09,163,2,6/21/09,172,2,FLEDGED,1,33.75862677,3.519235993
5607,2590-89818,1,3,,Y,6,16.7,7.3,2.815408719,1.987874348,7.177197839,,,"""09-35""",2009,HQ-N,Low,Control,2590-89806,"PG,KA",ASY,18.5,11.1,2.917770732,2.406945108,11.09953523,2510-43999,"RP,YA",SY,5/29/09,149,3,6/12/09,163,2,6/21/09,172,2,FLEDGED,1,33.75862677,3.519235993
UNK5,UNK5,,3,,Y,6,,,,,,,,"""09-35""",2009,HQ-N,Low,Control,2590-89806,"PG,KA",ASY,18.5,11.1,2.917770732,2.406945108,11.09953523,2510-43999,"RP,YA",SY,5/29/09,149,3,6/12/09,163,2,6/21/09,172,2,FLEDGED,1,33.75862677,3.519235993
5674,2590-89834,0,3,,Y,6,15.1,7.9,2.714694744,2.066862759,8.740210067,,,"""09-47""",2009,HQ-N,Low,Control,2590-89811,"GW,GA",SY,17.7,10.1,2.87356464,2.312535424,10.11110242,2510-43997,"BA,RY",SY,6/6/09,157,4,6/19/09,170,2,6/28/09,179,2,FLEDGED,1,33.8626717,3.522313278
5675,2590-89835,0,3,,Y,6,15.5,7.9,2.740840024,2.066862759,8.476451917,,,"""09-47""",2009,HQ-N,Low,Control,2590-89811,"GW,GA",SY,17.7,10.1,2.87356464,2.312535424,10.11110242,2510-43997,"BA,RY",SY,6/6/09,157,4,6/19/09,170,2,6/28/09,179,2,FLEDGED,1,33.8626717,3.522313278
UNK6,UNK6,,3,,Y,6,,,,,,,,"""09-47""",2009,HQ-N,Low,Control,2590-89811,"GW,GA",SY,17.7,10.1,2.87356464,2.312535424,10.11110242,2510-43997,"BA,RY",SY,6/6/09,157,4,6/19/09,170,2,6/28/09,179,2,FLEDGED,1,33.8626717,3.522313278
UNK7,UNK7,,,,Y,6,,,,,,,,"""09-47""",2009,HQ-N,Low,Control,2590-89811,"GW,GA",SY,17.7,10.1,2.87356464,2.312535424,10.11110242,2510-43997,"BA,RY",SY,6/6/09,157,4,6/19/09,170,2,6/28/09,179,2,FLEDGED,1,33.8626717,3.522313278
5662,2590-89690,0,4,0.75,,6,16.1,6.98,2.778819272,1.943048917,7.163268956,6.7025,0.468214694,"""09-58""",2009,HB-outer,High,Control,2510-43852,"YO,PA",SY,18.95,12.2,2.941803932,2.501435952,12.19192715,2510-06917,"WP,YA",ASY,6/2/09,153,4,6/14/09,165,4,6/24/09,175,4,FLEDGED,1,39.59428632,3.678684823
5663,2590-89691,1,4,0.75,,6,15.1,6.06,2.714694744,1.8017098,6.704515571,6.7025,0.468214694,"""09-58""",2009,HB-outer,High,Control,2510-43852,"YO,PA",SY,18.95,12.2,2.941803932,2.501435952,12.19192715,2510-06917,"WP,YA",ASY,6/2/09,153,4,6/14/09,165,4,6/24/09,175,4,FLEDGED,1,39.59428632,3.678684823
5664,2590-89692,1,4,0.75,,6,15,7.11,2.708050201,1.961502244,7.927685391,6.7025,0.468214694,"""09-58""",2009,HB-outer,High,Control,2510-43852,"YO,PA",SY,18.95,12.2,2.941803932,2.501435952,12.19192715,2510-06917,"WP,YA",ASY,6/2/09,153,4,6/14/09,165,4,6/24/09,175,4,FLEDGED,1,39.59428632,3.678684823
5665,2590-89693,1,4,0.75,,6,15.1,6.66,2.714694744,1.896119485,7.368328994,6.7025,0.468214694,"""09-58""",2009,HB-outer,High,Control,2510-43852,"YO,PA",SY,18.95,12.2,2.941803932,2.501435952,12.19192715,2510-06917,"WP,YA",ASY,6/2/09,153,4,6/14/09,165,4,6/24/09,175,4,FLEDGED,1,39.59428632,3.678684823
5612,2590-89824,0,4,0.25,,7,18.1,8.7,2.895911938,2.163323026,7.783514246,8.775,0.095742711,"""09-6""",2009,HQ-N,Low,Control,2590-89807,"PR,PA",SY,18.4,,2.912350665,,,2510-43993,"PR,RA",SY,6/1/09,152,4,6/14/09,165,4,6/21/09,172,4,FLEDGED,1,62.3766149,4.133190444
5613,2590-89825,1,4,0.25,,7,19.2,8.9,2.954910279,2.186051277,7.430477585,8.775,0.095742711,"""09-6""",2009,HQ-N,Low,Control,2590-89807,"PR,PA",SY,18.4,,2.912350665,,,2510-43993,"PR,RA",SY,6/1/09,152,4,6/14/09,165,4,6/21/09,172,4,FLEDGED,1,62.3766149,4.133190444
5666,2590-89826,0,4,0.25,,7,18.1,8.8,2.895911938,2.174751721,7.872979927,8.775,0.095742711,"""09-6""",2009,HQ-N,Low,Control,2590-89807,"PR,PA",SY,18.4,,2.912350665,,,2510-43993,"PR,RA",SY,6/1/09,152,4,6/14/09,165,4,6/21/09,172,4,FLEDGED,1,62.3766149,4.133190444
5667,2590-89827,0,4,0.25,,7,,,,,,8.775,0.095742711,"""09-6""",2009,HQ-N,Low,Control,2590-89807,"PR,PA",SY,18.4,,2.912350665,,,2510-43993,"PR,RA",SY,6/1/09,152,4,6/14/09,165,4,6/21/09,172,4,FLEDGED,1,62.3766149,4.133190444
5692,2590-89694,0,4,0.5,,6,16,7.31,2.772588722,1.989243274,7.556914683,7.36,0.206881609,"""09-71""",2009,HB-mid,High,Control,2510-44095,"OW,RA",SY,18.5,,2.917770732,,,2510-43860,"BG,RA",SY,6/2/09,153,4,6/14/09,165,4,6/23/09,174,0,FLEDGED,1,54.14820521,3.991724828
5693,2590-89695,0,4,0.5,,6,16.2,7.37,2.785011242,1.997417706,7.508819291,7.36,0.206881609,"""09-71""",2009,HB-mid,High,Control,2510-44095,"OW,RA",SY,18.5,,2.917770732,,,2510-43860,"BG,RA",SY,6/2/09,153,4,6/14/09,165,4,6/23/09,174,0,FLEDGED,1,54.14820521,3.991724828
5694,2590-89696,1,4,0.5,,6,15.5,7.13,2.740840024,1.964311234,7.650266097,7.36,0.206881609,"""09-71""",2009,HB-mid,High,Control,2510-44095,"OW,RA",SY,18.5,,2.917770732,,,2510-43860,"BG,RA",SY,6/2/09,153,4,6/14/09,165,4,6/23/09,174,0,FLEDGED,1,54.14820521,3.991724828
5695,2590-89697,1,4,0.5,,6,15.7,7.63,2.753660712,2.032087845,8.064657113,7.36,0.206881609,"""09-71""",2009,HB-mid,High,Control,2510-44095,"OW,RA",SY,18.5,,2.917770732,,,2510-43860,"BG,RA",SY,6/2/09,153,4,6/14/09,165,4,6/23/09,174,0,FLEDGED,1,54.14820521,3.991724828
6089,2590-90024,1,3,1,,7,16.39,6.93,2.796671393,1.935859813,6.96470078,7.98,0.910988474,"""10-107""",2010,N Ridge,High,Control,2590-89605,"KO,GA",SY,19.07,10.32,2.94811642,2.33408376,10.31149167,2590-89791,"RO,WA",SY,6/21/10,172,3,7/2/10,183,3,7/12/10,193,4,FLEDGED,2,1420.638619,7.258861781
6090,2590-90025,1,3,1,,7,17.59,8.56,2.867330559,2.14710019,7.919138939,7.98,0.910988474,"""10-107""",2010,N Ridge,High,Control,2590-89605,"KO,GA",SY,19.07,10.32,2.94811642,2.33408376,10.31149167,2590-89791,"RO,WA",SY,6/21/10,172,3,7/2/10,183,3,7/12/10,193,4,FLEDGED,2,1420.638619,7.258861781
6091,2590-90026,1,3,1,,7,16.92,8.45,2.828496354,2.134166441,8.181392915,7.98,0.910988474,"""10-107""",2010,N Ridge,High,Control,2590-89605,"KO,GA",SY,19.07,10.32,2.94811642,2.33408376,10.31149167,2590-89791,"RO,WA",SY,6/21/10,172,3,7/2/10,183,3,7/12/10,193,4,FLEDGED,2,1420.638619,7.258861781
5980,2590-89618,0,3,0.33,,7,17.9,7.78,2.884800713,2.051556338,7.051663931,7.72,0.691953756,"""10-112""",2010,N Ridge,High,Control,2590-89621,"BY,RA",ASY,18.26,9.2,2.904712875,2.219203484,9.202714593,2510-43809,"YB,RA",ASY,5/30/10,150,4,6/11/10,162,4,6/20/10,171,3,FLEDGED,1,88.53765871,4.483427984
5981,2590-89619,1,3,0.33,,7,17.83,8.38,2.880882432,2.125847914,7.630454486,7.72,0.691953756,"""10-112""",2010,N Ridge,High,Control,2590-89621,"BY,RA",ASY,18.26,9.2,2.904712875,2.219203484,9.202714593,2510-43809,"YB,RA",ASY,5/30/10,150,4,6/11/10,162,4,6/20/10,171,3,FLEDGED,1,88.53765871,4.483427984
5982,2590-89620,0,3,0.33,,7,16.9,7,2.827313622,1.945910149,6.786886463,7.72,0.691953756,"""10-112""",2010,N Ridge,High,Control,2590-89621,"BY,RA",ASY,18.26,9.2,2.904712875,2.219203484,9.202714593,2510-43809,"YB,RA",ASY,5/30/10,150,4,6/11/10,162,4,6/20/10,171,3,FLEDGED,1,88.53765871,4.483427984
5948,2590-89612,0,3,0.33,,6,15.8,8.58,2.76000994,2.149433913,9.001542654,7.92,0.880681554,"""10-12""",2010,HB-outer,High,Control,2590-89800,"BG,OA",ASY,17.36,10.47,2.854168709,2.348514025,10.48675556,2510-06917,"WP,YA",ASY,5/28/10,148,4,6/9/10,160,4,6/18/10,169,4,FLEDGED,1,563.3387222,6.333881085
5949,2590-89613,1,3,0.33,,6,16.35,8.26,2.794227897,2.111424588,8.32516784,7.92,0.880681554,"""10-12""",2010,HB-outer,High,Control,2590-89800,"BG,OA",ASY,17.36,10.47,2.854168709,2.348514025,10.48675556,2510-06917,"WP,YA",ASY,5/28/10,148,4,6/9/10,160,4,6/18/10,169,4,FLEDGED,1,563.3387222,6.333881085
5950,2590-89614,0,3,0.33,,6,14.55,6.92,2.677590994,1.93441577,7.996251185,7.92,0.880681554,"""10-12""",2010,HB-outer,High,Control,2590-89800,"BG,OA",ASY,17.36,10.47,2.854168709,2.348514025,10.48675556,2510-06917,"WP,YA",ASY,5/28/10,148,4,6/9/10,160,4,6/18/10,169,4,FLEDGED,1,563.3387222,6.333881085
6101,2590-90037,1,3,1,,7,17.25,8.28,2.847812143,2.113842968,7.83735058,8.266666667,0.360185138,"""10-120""",2010,N Ridge,High,Fed,2590-89607,"BP,OA",SY,18.46,10.56,2.915606229,2.357073278,10.56014755,2590-89893,"GB,RA",ASY,6/25/10,176,3,7/7/10,188,3,7/16/10,197,3,FLEDGED,2,195.156512,5.273801862
6102,2590-90038,1,3,1,,7,18.18,8.62,2.900322089,2.154085085,7.672183853,8.266666667,0.360185138,"""10-120""",2010,N Ridge,High,Fed,2590-89607,"BP,OA",SY,18.46,10.56,2.915606229,2.357073278,10.56014755,2590-89893,"GB,RA",ASY,6/25/10,176,3,7/7/10,188,3,7/16/10,197,3,FLEDGED,2,195.156512,5.273801862
6128,2590-90039,1,3,1,,7,17.39,7.9,2.855895328,2.066862759,7.407160292,8.266666667,0.360185138,"""10-120""",2010,N Ridge,High,Fed,2590-89607,"BP,OA",SY,18.46,10.56,2.915606229,2.357073278,10.56014755,2590-89893,"GB,RA",ASY,6/25/10,176,3,7/7/10,188,3,7/16/10,197,3,FLEDGED,2,195.156512,5.273801862
6034,2510-44141,1,3,0.67,,6,17.51,8.3,2.862772146,2.116255515,7.719736754,8.2,0.173205081,"""10-126""",2010,HQ-N,Low,Fed,2590-89657,"OR,AY",ASY,18.68,10.41,2.927453433,2.342766883,10.406964,2510-08213,"WO,PA",ASY,6/23/10,174,3,7/5/10,186,3,7/13/10,194,3,FLEDGED,2,,
6035,2510-44142,0,3,0.67,,6,16.68,8.3,2.814210397,2.116255515,8.171844386,8.2,0.173205081,"""10-126""",2010,HQ-N,Low,Fed,2590-89657,"OR,AY",ASY,18.68,10.41,2.927453433,2.342766883,10.406964,2510-08213,"WO,PA",ASY,6/23/10,174,3,7/5/10,186,3,7/13/10,194,3,FLEDGED,2,,
6036,2510-44143,1,3,0.67,,6,18.55,8,2.920469789,2.079441542,6.954192073,8.2,0.173205081,"""10-126""",2010,HQ-N,Low,Fed,2590-89657,"OR,AY",ASY,18.68,10.41,2.927453433,2.342766883,10.406964,2510-08213,"WO,PA",ASY,6/23/10,174,3,7/5/10,186,3,7/13/10,194,3,FLEDGED,2,,
6032,2590-89935,1,2,0.5,,6,17.85,7.9,2.882003508,2.066862759,7.183942684,8.15,0.353553391,"""10-136""",2010,HB-mid,High,Control,2590-90014,"OR,PA",SY,18.35,9.59,2.909629575,2.260720889,9.591612887,2590-89867,"PO,RA",ASY,6/17/10,168,2,6/28/10,179,2,7/6/10,187,2,FLEDGED,2,30.04514946,3.402701232
6033,2590-89336,0,2,0.5,,6,16.89,8.4,2.826721731,2.128231706,8.149915362,8.15,0.353553391,"""10-136""",2010,HB-mid,High,Control,2590-90014,"OR,PA",SY,18.35,9.59,2.909629575,2.260720889,9.591612887,2590-89867,"PO,RA",ASY,6/17/10,168,2,6/28/10,179,2,7/6/10,187,2,FLEDGED,2,30.04514946,3.402701232
6207,2510-44166,1,3,0.33,,6,16.52,8.3,2.804571768,2.116255515,8.26468078,7.666666667,0.56862407,"""10-188""",2010,HQ-N,Low,Control,2510-44116,"WY,PA",ASY,18.2,10.8,2.901421594,2.379546134,10.80410409,2590-89850,"PK,KA",ASY,7/6/10,187,3,7/17/10,198,3,7/26/10,207,2,FLEDGED,3,,
6208,2510-44167,0,3,0.33,,6,16.86,7.5,2.824943953,2.014903021,7.291887384,7.666666667,0.56862407,"""10-188""",2010,HQ-N,Low,Control,2510-44116,"WY,PA",ASY,18.2,10.8,2.901421594,2.379546134,10.80410409,2590-89850,"PK,KA",ASY,7/6/10,187,3,7/17/10,198,3,7/26/10,207,2,FLEDGED,3,,
6209,2510-44168,0,3,0.33,,6,16.13,7.2,2.780680892,1.974081026,7.372941357,7.666666667,0.56862407,"""10-188""",2010,HQ-N,Low,Control,2510-44116,"WY,PA",ASY,18.2,10.8,2.901421594,2.379546134,10.80410409,2590-89850,"PK,KA",ASY,7/6/10,187,3,7/17/10,198,3,7/26/10,207,2,FLEDGED,3,,
5917,2510-44121,1,4,0.75,,6,16.27,7.6,2.789322921,2.028148247,7.704121832,7.225,1.024288371,"""10-25""",2010,HQ-N,Low,Control,2510-44107,"WB,PA",SY,17.86,,2.882563575,,,2590-89868,"PP,BA",SY,6/1/10,152,4,6/14/10,165,4,6/22/10,173,4,FLEDGED,1,0.213086981,-1.546054837
5918,2510-44119,0,4,0.75,,6,17.05,7.9,2.836150204,2.066862759,7.580570234,7.225,1.024288371,"""10-25""",2010,HQ-N,Low,Control,2510-44107,"WB,PA",SY,17.86,,2.882563575,,,2590-89868,"PP,BA",SY,6/1/10,152,4,6/14/10,165,4,6/22/10,173,4,FLEDGED,1,0.213086981,-1.546054837
5919,2510-44118,1,4,0.75,,6,16.06,7.7,2.776331709,2.041220329,7.925245295,7.225,1.024288371,"""10-25""",2010,HQ-N,Low,Control,2510-44107,"WB,PA",SY,17.86,,2.882563575,,,2590-89868,"PP,BA",SY,6/1/10,152,4,6/14/10,165,4,6/22/10,173,4,FLEDGED,1,0.213086981,-1.546054837
5920,2510-44120,1,4,0.75,,6,15.44,5.7,2.736961545,1.740466175,6.143784678,7.225,1.024288371,"""10-25""",2010,HQ-N,Low,Control,2510-44107,"WB,PA",SY,17.86,,2.882563575,,,2590-89868,"PP,BA",SY,6/1/10,152,4,6/14/10,165,4,6/22/10,173,4,FLEDGED,1,0.213086981,-1.546054837
5956,2590-89901,0,4,0.5,,6,17.62,8.96,2.869034621,2.192770227,8.272653835,7.8075,0.79007911,"""10-35""",2010,HB-main,High,Control,2590-89784,"BW,OA",ASY,19.01,10.65,2.944965157,2.365559892,10.6420848,2510-43859,"KW,OA",ASY,5/28/10,148,4,6/9/10,160,4,6/17/10,168,4,FLEDGED,1,170.9585749,5.141421275
5957,2590-89905,1,4,0.5,,6,14.75,7.64,2.691243083,2.033397603,8.688101231,7.8075,0.79007911,"""10-35""",2010,HB-main,High,Control,2590-89784,"BW,OA",ASY,19.01,10.65,2.944965157,2.365559892,10.6420848,2510-43859,"KW,OA",ASY,5/28/10,148,4,6/9/10,160,4,6/17/10,168,4,FLEDGED,1,170.9585749,5.141421275
5958,2590-89906,1,4,0.5,,6,15.77,7.19,2.758109401,1.972691172,7.560071582,7.8075,0.79007911,"""10-35""",2010,HB-main,High,Control,2590-89784,"BW,OA",ASY,19.01,10.65,2.944965157,2.365559892,10.6420848,2510-43859,"KW,OA",ASY,5/28/10,148,4,6/9/10,160,4,6/17/10,168,4,FLEDGED,1,170.9585749,5.141421275
5959,2590-89907,0,4,0.5,,6,15.08,7.44,2.713369363,2.006870849,8.244082421,7.8075,0.79007911,"""10-35""",2010,HB-main,High,Control,2590-89784,"BW,OA",ASY,19.01,10.65,2.944965157,2.365559892,10.6420848,2510-43859,"KW,OA",ASY,5/28/10,148,4,6/9/10,160,4,6/17/10,168,4,FLEDGED,1,170.9585749,5.141421275
5792,2590-89704,1,4,,Y,7,16.55,7.45,2.806386102,2.008214032,7.402540306,,,"""10-59""",2010,HQ-N,Low,Control,2590-89703,"RB,RA",ASY,18.15,9.75,2.898670561,2.277267285,9.754397389,2590-89701,"YB,KA",ASY,5/24/10,144,4,6/5/10,156,3,6/13/10,164,3,FLEDGED,1,176.3460789,5.172448422
5793,2590-89702,1,4,,Y,7,17.02,7.49,2.834389123,2.013568798,7.20199773,,,"""10-59""",2010,HQ-N,Low,Control,2590-89703,"RB,RA",ASY,18.15,9.75,2.898670561,2.277267285,9.754397389,2590-89701,"YB,KA",ASY,5/24/10,144,4,6/5/10,156,3,6/13/10,164,3,FLEDGED,1,176.3460789,5.172448422
5794,2590-89705,1,4,,Y,7,16.42,7.35,2.798500104,1.994700313,7.370989046,,,"""10-59""",2010,HQ-N,Low,Control,2590-89703,"RB,RA",ASY,18.15,9.75,2.898670561,2.277267285,9.754397389,2590-89701,"YB,KA",ASY,5/24/10,144,4,6/5/10,156,3,6/13/10,164,3,FLEDGED,1,176.3460789,5.172448422
UNK8,UNK8,,4,,Y,7,,,,,,,,"""10-59""",2010,HQ-N,Low,Control,2590-89703,"RB,RA",ASY,18.15,9.75,2.898670561,2.277267285,9.754397389,2590-89701,"YB,KA",ASY,5/24/10,144,4,6/5/10,156,3,6/13/10,164,3,FLEDGED,1,176.3460789,5.172448422
5987,2590-89625,1,4,,Y,6,18.02,9.69,2.891482252,2.271094426,8.714348597,,,"""10-66""",2010,N Ridge,High,Control,2590-89603,"BB,PA",SY,19.32,10.65,2.961140829,2.365559892,10.63764444,2510-08236,"GO,RA",ASY,6/1/10,152,4,6/13/10,164,3,6/22/10,173,3,FLEDGED,1,,
5988,2590-89626,0,4,,Y,6,15.67,7.94,2.751748056,2.071913275,8.411150432,,,"""10-66""",2010,N Ridge,High,Control,2590-89603,"BB,PA",SY,19.32,10.65,2.961140829,2.365559892,10.63764444,2510-08236,"GO,RA",ASY,6/1/10,152,4,6/13/10,164,3,6/22/10,173,3,FLEDGED,1,,
5989,2590-89627,1,4,,Y,6,16.34,8.97,2.793616089,2.193885676,9.047254342,,,"""10-66""",2010,N Ridge,High,Control,2590-89603,"BB,PA",SY,19.32,10.65,2.961140829,2.365559892,10.63764444,2510-08236,"GO,RA",ASY,6/1/10,152,4,6/13/10,164,3,6/22/10,173,3,FLEDGED,1,,
UNK9,UNK9,,4,,Y,6,,,,,,,,"""10-66""",2010,N Ridge,High,Control,2590-89603,"BB,PA",SY,19.32,10.65,2.961140829,2.365559892,10.63764444,2510-08236,"GO,RA",ASY,6/1/10,152,4,6/13/10,164,3,6/22/10,173,3,FLEDGED,1,,
5997,2590-89634,0,4,0.25,,6,15.36,6.59,2.731766728,1.885553349,7.146455135,7.5375,0.639029212,"""10-82""",2010,N Ridge,High,Control,2590-89637,"BO,RA",ASY,17.75,10.98,2.876385516,2.396075436,10.9912698,2310-43804,"BG,WA",ASY,6/2/10,153,4,6/14/10,165,4,6/23/10,174,4,FLEDGED,1,260.5122612,5.562649928
5998,2590-89635,0,4,0.25,,6,16.42,7.78,2.798500104,2.051556338,7.802216977,7.5375,0.639029212,"""10-82""",2010,N Ridge,High,Control,2590-89637,"BO,RA",ASY,17.75,10.98,2.876385516,2.396075436,10.9912698,2310-43804,"BG,WA",ASY,6/2/10,153,4,6/14/10,165,4,6/23/10,174,4,FLEDGED,1,260.5122612,5.562649928
5999,2590-89636,1,4,0.25,,6,16.65,7.79,2.812410216,2.05284086,7.685917752,7.5375,0.639029212,"""10-82""",2010,N Ridge,High,Control,2590-89637,"BO,RA",ASY,17.75,10.98,2.876385516,2.396075436,10.9912698,2310-43804,"BG,WA",ASY,6/2/10,153,4,6/14/10,165,4,6/23/10,174,4,FLEDGED,1,260.5122612,5.562649928
6000,2590-89638,0,4,0.25,,6,15.91,7.99,2.766947842,2.07819076,8.314671404,7.5375,0.639029212,"""10-82""",2010,N Ridge,High,Control,2590-89637,"BO,RA",ASY,17.75,10.98,2.876385516,2.396075436,10.9912698,2310-43804,"BG,WA",ASY,6/2/10,153,4,6/14/10,165,4,6/23/10,174,4,FLEDGED,1,260.5122612,5.562649928
6776,2640-70449,1,4,0.75,,6,17.16,8.9,2.842581094,2.186051277,8.47601101,8.375,0.478713554,"""11-110""",2011,HB-outer,High,Control,2640-70604,"YP,KA",ASY,18.07,9.34,2.894253105,2.234306252,9.345277498,2590-89899,"RR,OA",ASY,7/11/11,192,4,7/23/11,204,4,7/31/11,212,4,FLEDGED,3,222.3829155,5.404400741
6777,2640-70450,0,4,0.75,,6,17.28,8.6,2.849549763,2.151762203,8.123682697,8.375,0.478713554,"""11-110""",2011,HB-outer,High,Control,2640-70604,"YP,KA",ASY,18.07,9.34,2.894253105,2.234306252,9.345277498,2590-89899,"RR,OA",ASY,7/11/11,192,4,7/23/11,204,4,7/31/11,212,4,FLEDGED,3,222.3829155,5.404400741
6778,2640-70451,1,4,0.75,,6,16.31,8.2,2.791778417,2.104134154,8.288454769,8.375,0.478713554,"""11-110""",2011,HB-outer,High,Control,2640-70604,"YP,KA",ASY,18.07,9.34,2.894253105,2.234306252,9.345277498,2590-89899,"RR,OA",ASY,7/11/11,192,4,7/23/11,204,4,7/31/11,212,4,FLEDGED,3,222.3829155,5.404400741
6779,2640-70452,1,4,0.75,,6,16.13,7.8,2.780680892,2.054123734,7.987353137,8.375,0.478713554,"""11-110""",2011,HB-outer,High,Control,2640-70604,"YP,KA",ASY,18.07,9.34,2.894253105,2.234306252,9.345277498,2590-89899,"RR,OA",ASY,7/11/11,192,4,7/23/11,204,4,7/31/11,212,4,FLEDGED,3,222.3829155,5.404400741
